word1,word2,sim,wmean
темнота,высадка,0.0,0.172494
темнота,белок,0.0,0.113411
темнота,оказание,0.0,0.088238
темнота,вмф,0.0,0.115269
темнота,претензия,0.0,0.090159
марш,песня,1.0,0.362849
марш,мендельсон,1.0,0.433606
марш,оркестр,1.0,0.464889
марш,строй,1.0,0.329727
марш,барабан,1.0,0.368743
марш,бросок,1.0,0.420918
марш,парад,1.0,0.501783
марш,победа,1.0,0.308442
марш,норвегия,0.0,0.156117
марш,казанский,0.0,0.105933
марш,приложение,0.0,0.075285
марш,серебро,0.0,0.110179
марш,днепр,0.0,0.295794
марш,отражение,0.0,0.139611
марш,ричард,0.0,0.194880
марш,присоединение,0.0,0.133362
коррупция,деньги,1.0,0.253633
коррупция,взятка,1.0,0.477286
коррупция,смена,0.0,0.142435
коррупция,мяч,0.0,0.082516
история,эпоха,1.0,0.470094
история,культура,1.0,0.485308
история,прошлое,1.0,0.428136
история,наука,1.0,0.458965
история,книга,1.0,0.447982
история,легенда,1.0,0.511029
история,рассказ,1.0,0.470585
история,сказка,1.0,0.447855
история,летопись,1.0,0.490444
история,учебник,1.0,0.441111
история,русь,1.0,0.381134
история,миф,1.0,0.414308
история,география,1.0,0.523934
история,вершина,0.0,0.157071
история,обладатель,0.0,0.133045
история,аптека,0.0,0.101944
история,залив,0.0,0.122018
история,замена,0.0,0.106917
история,марка,0.0,0.244959
история,стих,0.0,0.238069
история,ворота,0.0,0.140145
история,польза,0.0,0.221335
история,армия,0.0,0.266460
история,мощность,0.0,0.107743
история,юрий,0.0,0.206813
история,продукт,0.0,0.123969
сочетание,гармония,1.0,0.429715
сочетание,правительство,0.0,0.080850
арест,тюрьма,1.0,0.462225
арест,площадь,0.0,0.138363
управление,власть,1.0,0.388857
управление,контроль,1.0,0.486280
управление,менеджмент,1.0,0.519758
управление,менеджер,1.0,0.358963
управление,рычаг,1.0,0.409257
управление,организация,1.0,0.448429
управление,руль,1.0,0.330668
управление,манипуляция,1.0,0.280056
управление,стража,0.0,0.212800
управление,алтарь,0.0,0.096027
управление,курорт,0.0,0.158689
управление,вещь,0.0,0.094182
управление,шахматист,0.0,0.115248
управление,трансляция,0.0,0.148194
управление,патрик,0.0,0.112585
управление,оккупант,0.0,0.131675
бобина,плёнка,1.0,0.366312
бобина,катушка,1.0,0.445021
бобина,честь,0.0,0.078522
бобина,брат,0.0,0.106275
поединок,битва,1.0,0.464787
поединок,сражение,1.0,0.502201
поединок,дуэль,1.0,0.542504
поединок,состязание,1.0,0.495679
поединок,бой,1.0,0.558957
поединок,нефть,0.0,0.069031
поединок,сергеевич,0.0,0.100475
поединок,авария,0.0,0.135717
поединок,рисунок,0.0,0.153486
поединок,популяция,0.0,0.118176
бокс,ринг,1.0,0.521385
бокс,раунд,1.0,0.364804
бокс,спорт,1.0,0.529369
бокс,удар,1.0,0.319495
бокс,кулак,1.0,0.225425
бокс,нокаут,1.0,0.405600
бокс,перчатка,1.0,0.260853
бокс,рефери,1.0,0.337394
бокс,бой,1.0,0.398290
бокс,груша,1.0,0.187393
бокс,поселок,0.0,0.169960
бокс,провинция,0.0,0.114292
бокс,глава,0.0,0.112885
бокс,улица,0.0,0.159742
бокс,орден,0.0,0.090525
бокс,север,0.0,0.079384
бокс,середина,0.0,0.128504
бокс,вода,0.0,0.142544
бокс,остров,0.0,0.092718
бокс,месяц,0.0,0.129923
мейнстрим,попса,1.0,0.351435
мейнстрим,инструментарий,0.0,0.209127
подруга,девушка,1.0,0.564169
подруга,друг,1.0,0.580124
подруга,реставрация,0.0,0.067296
подруга,достопримечательность,0.0,0.136096
общага,студент,1.0,0.338266
общага,таракан,1.0,0.252071
общага,институт,1.0,0.259123
общага,участница,0.0,0.184937
общага,поклонник,0.0,0.180315
общага,показ,0.0,0.147461
фабрика,звёзды,1.0,0.267832
фабрика,стачка,1.0,0.401397
фабрика,завод,1.0,0.665759
фабрика,производство,1.0,0.529909
фабрика,ткань,1.0,0.324107
фабрика,богослов,0.0,0.094733
фабрика,гарри,0.0,0.063959
фабрика,стрелка,0.0,0.171864
фабрика,пожертвование,0.0,0.182640
фабрика,огонь,0.0,0.136765
диктофон,запись,1.0,0.471061
диктофон,отставка,0.0,0.120374
современность,модерн,1.0,0.426697
современность,станица,0.0,0.134438
мент,милиция,1.0,0.432390
мент,взятка,1.0,0.290857
мент,мусор,1.0,0.338924
мент,милиционер,1.0,0.522575
мент,слух,0.0,0.137272
мент,сценарист,0.0,0.168288
мент,горький,0.0,0.141243
мент,впечатление,0.0,0.109654
клок,шерсть,1.0,0.488740
клок,рейтинг,0.0,0.103565
кока-кола,спрайт,1.0,0.302193
кока-кола,напиток,1.0,0.408979
кока-кола,философия,0.0,0.131345
кока-кола,швейцария,0.0,0.125343
находчивость,сообразительность,1.0,0.632687
находчивость,племянник,0.0,0.160998
гдр,германия,1.0,0.476106
гдр,объект,0.0,0.108089
народность,нация,1.0,0.549793
народность,чтение,0.0,0.133237
мастер,ремесленник,1.0,0.524943
мастер,профессионал,1.0,0.441959
мастер,булгаков,1.0,0.316684
мастер,учитель,1.0,0.435759
мастер,страдивари,1.0,0.321885
мастер,цех,1.0,0.437951
мастер,ученик,1.0,0.468111
мастер,ремесло,1.0,0.453708
мастер,маргарита,1.0,0.425340
мастер,мартин,0.0,0.191315
мастер,динамо,0.0,0.223200
мастер,усадьба,0.0,0.169142
мастер,дружба,0.0,0.159732
мастер,вторжение,0.0,0.071438
мастер,эфир,0.0,0.117601
мастер,согласие,0.0,0.135574
мастер,опасность,0.0,0.097056
мастер,деньги,0.0,0.112780
жертва,охотник,1.0,0.365130
жертва,архитектор,0.0,0.090221
дреды,волосы,1.0,0.405367
дреды,известность,0.0,0.092625
гэндальф,волшебник,1.0,0.372860
гэндальф,исполнение,0.0,0.118138
алушта,крым,1.0,0.542630
алушта,война,0.0,0.144254
скольжение,трение,1.0,0.608879
скольжение,лёд,1.0,0.299686
скольжение,конфедерация,0.0,0.060913
скольжение,кнр,0.0,0.127834
мех,кожа,1.0,0.576865
мех,соболь,1.0,0.508574
мех,шуба,1.0,0.610136
мех,животное,1.0,0.410932
мех,зверёк,1.0,0.378379
мех,шерсть,1.0,0.645951
мех,норка,1.0,0.559432
мех,песец,1.0,0.483897
мех,зверь,1.0,0.449658
мех,иртыш,0.0,0.130764
мех,разрушение,0.0,0.070842
мех,комната,0.0,0.161720
мех,пользователь,0.0,0.112203
мех,водохранилище,0.0,0.110052
мех,пик,0.0,0.122473
мех,кислота,0.0,0.162819
мех,перевозка,0.0,0.115243
мех,продолжительность,0.0,0.127710
варяг,враг,1.0,0.259919
варяг,крейсер,1.0,0.474190
варяг,источник,0.0,0.179299
варяг,директор,0.0,0.113636
маринад,огурцы,1.0,0.382448
маринад,заболевание,0.0,0.104597
кораблекрушение,шторм,1.0,0.506512
кораблекрушение,обломки,1.0,0.420512
кораблекрушение,ветвь,0.0,0.101460
кораблекрушение,церемония,0.0,0.089993
отрочество,детство,1.0,0.621154
отрочество,юношество,1.0,0.505982
отрочество,юность,1.0,0.619568
отрочество,вокал,0.0,0.145980
отрочество,карла,0.0,0.152530
отрочество,употребление,0.0,0.140485
строй,солдат,1.0,0.421992
строй,солдаты,1.0,0.334018
строй,коммунизм,1.0,0.344792
строй,шеренга,1.0,0.477671
строй,социализм,1.0,0.384105
строй,марш,1.0,0.336771
строй,ряд,1.0,0.362225
строй,гитара,1.0,0.188752
строй,армия,1.0,0.371255
строй,четвертьфинал,0.0,0.152330
строй,совершение,0.0,0.147658
строй,психология,0.0,0.167117
строй,воронеж,0.0,0.219364
строй,гамбург,0.0,0.137181
строй,араб,0.0,0.132431
строй,коробка,0.0,0.142159
строй,казна,0.0,0.211479
строй,провал,0.0,0.134221
ауди,кольца,1.0,0.127586
ауди,дом,0.0,0.111688
специалист,выпускник,1.0,0.433363
специалист,профессионал,1.0,0.498914
специалист,вина,0.0,0.113096
специалист,капля,0.0,0.056960
философия,аристотель,1.0,0.480642
философия,бытие,1.0,0.461212
философия,сократ,1.0,0.430688
философия,любомудрие,1.0,0.422530
философия,мысли,1.0,0.318620
философия,кант,1.0,0.470339
философия,наука,1.0,0.532979
философия,ярославль,0.0,0.106686
философия,владивосток,0.0,0.150834
философия,боярин,0.0,0.098473
философия,фауна,0.0,0.190202
философия,перемирие,0.0,0.112191
философия,сетка,0.0,0.125509
философия,обозреватель,0.0,0.170907
куранты,время,1.0,0.273630
куранты,кремль,1.0,0.325267
куранты,часы,1.0,0.382407
куранты,бой,1.0,0.310760
куранты,знакомый,0.0,0.122345
куранты,указание,0.0,0.109114
куранты,отрасль,0.0,0.090820
куранты,минимум,0.0,0.096940
ракушка,панцирь,1.0,0.365442
ракушка,улитка,1.0,0.531994
ракушка,жемчуг,1.0,0.384405
ракушка,море,1.0,0.349730
ракушка,шум,1.0,0.157932
ракушка,гараж,1.0,0.366230
ракушка,моллюск,1.0,0.518163
ракушка,рапан,1.0,0.394497
ракушка,мидия,1.0,0.456177
ракушка,жемчужина,1.0,0.436757
ракушка,известняк,1.0,0.362905
ракушка,раковина,1.0,0.592104
ракушка,песок,1.0,0.466690
ракушка,хлеб,0.0,0.220002
ракушка,автомат,0.0,0.123676
ракушка,знакомство,0.0,0.104600
ракушка,совокупность,0.0,0.112842
ракушка,летопись,0.0,0.121942
ракушка,добавление,0.0,0.156406
ракушка,переработка,0.0,0.150044
ракушка,голландия,0.0,0.155387
ракушка,нос,0.0,0.223917
ракушка,подтверждение,0.0,0.102015
ракушка,степь,0.0,0.160716
ракушка,инцидент,0.0,0.097599
ракушка,горожанин,0.0,0.127142
базар,рынок,1.0,0.527041
базар,овощи,1.0,0.325215
базар,ярмарка,1.0,0.573871
базар,книга,0.0,0.117095
базар,сила,0.0,0.063725
базар,земля,0.0,0.203233
гимн,флаг,1.0,0.483481
гимн,ссср,1.0,0.310487
гимн,песня,1.0,0.572091
гимн,страна,1.0,0.261811
гимн,герб,1.0,0.477336
гимн,девиз,1.0,0.379989
гимн,соответствие,0.0,0.152687
гимн,пара,0.0,0.059349
гимн,оборона,0.0,0.145924
гимн,очередь,0.0,0.117558
гимн,интерес,0.0,0.117750
гимн,михаил,0.0,0.151554
аметист,камень,1.0,0.511867
аметист,работа,0.0,0.074632
руно,аргонавты,1.0,0.423573
руно,шерсть,1.0,0.311446
руно,баран,1.0,0.256469
руно,голод,0.0,0.092571
руно,ориентация,0.0,0.097148
руно,фронт,0.0,0.103886
катание,коньки,1.0,0.506223
катание,санки,1.0,0.524796
катание,океан,0.0,0.161811
катание,швеция,0.0,0.185065
мэр,лужков,1.0,0.468601
мэр,город,1.0,0.445449
мэр,навальный,1.0,0.288769
мэр,метро,0.0,0.213874
мэр,взвод,0.0,0.125824
мэр,комарка,0.0,0.119624
изобретатель,гений,1.0,0.418349
изобретатель,премьера,0.0,0.092344
радиатор,автомобиль,1.0,0.505424
радиатор,машина,1.0,0.466093
радиатор,волынский,0.0,0.122333
радиатор,инструктор,0.0,0.185621
кофе,сливки,1.0,0.495368
кофе,плантация,1.0,0.454664
кофе,бодрость,1.0,0.236866
кофе,зёрна,1.0,0.306641
кофе,чай,1.0,0.662034
кофе,чашка,1.0,0.568826
кофе,молоко,1.0,0.525219
кофе,сигареты,1.0,0.408424
кофе,кофеин,1.0,0.589833
кофе,капучино,1.0,0.458020
кофе,мокко,1.0,0.500102
кофе,кружка,1.0,0.419488
кофе,запах,1.0,0.389261
кофе,постель,1.0,0.384367
кофе,утро,1.0,0.346979
кофе,зерно,1.0,0.435921
кофе,кафе,1.0,0.449131
кофе,турка,1.0,0.317734
кофе,шоколад,1.0,0.580847
кофе,старбакс,1.0,0.399356
кофе,кофейня,1.0,0.567667
кофе,шаг,0.0,0.143818
кофе,сутки,0.0,0.178036
кофе,кольцо,0.0,0.124769
кофе,обмен,0.0,0.162903
кофе,агентство,0.0,0.125973
кофе,звук,0.0,0.114925
кофе,тонна,0.0,0.213323
кофе,архиепископ,0.0,0.071792
кофе,ведение,0.0,0.118623
кофе,сценарий,0.0,0.160045
кофе,ошибка,0.0,0.078883
кофе,марк,0.0,0.142697
кофе,екатерина,0.0,0.126609
кофе,крым,0.0,0.153788
кофе,родственник,0.0,0.095370
кофе,наследие,0.0,0.049884
кофе,копия,0.0,0.097218
кофе,травма,0.0,0.088107
кофе,королева,0.0,0.131025
кофе,реакция,0.0,0.144466
кофе,палата,0.0,0.097093
кальмар,щупальца,1.0,0.438030
кальмар,плен,0.0,0.092595
бэби,малыш,1.0,0.343324
бэби,здание,0.0,0.095020
свежесть,зелень,1.0,0.467698
свежесть,гроза,1.0,0.348736
свежесть,лес,1.0,0.299385
свежесть,дыхание,1.0,0.422244
свежесть,душ,1.0,0.242192
свежесть,утро,1.0,0.349372
свежесть,воздух,1.0,0.448138
свежесть,дождь,1.0,0.378372
свежесть,бриз,1.0,0.369944
свежесть,море,1.0,0.295751
свежесть,мята,1.0,0.311856
свежесть,прохлада,1.0,0.619417
свежесть,роса,1.0,0.438804
свежесть,чистота,1.0,0.571157
свежесть,запах,1.0,0.495635
свежесть,аромат,1.0,0.549487
свежесть,ветер,1.0,0.414163
свежесть,мороз,1.0,0.360165
свежесть,форточка,1.0,0.203412
свежесть,вода,1.0,0.372872
свежесть,фрукт,1.0,0.272272
свежесть,юность,1.0,0.459347
свежесть,иллюстрация,0.0,0.185134
свежесть,интерьер,0.0,0.187613
свежесть,актив,0.0,0.132011
свежесть,экспорт,0.0,0.123422
свежесть,миллиард,0.0,0.113758
свежесть,подпись,0.0,0.124998
свежесть,жюри,0.0,0.098538
свежесть,рана,0.0,0.141661
свежесть,учащийся,0.0,0.128950
свежесть,франсуа,0.0,0.159475
свежесть,ведомость,0.0,0.135124
свежесть,ритм,0.0,0.251075
свежесть,стив,0.0,0.153252
свежесть,поддержание,0.0,0.198704
свежесть,виновный,0.0,0.095768
свежесть,жак,0.0,0.145505
свежесть,рецензия,0.0,0.197168
свежесть,людвиг,0.0,0.085620
свежесть,вьетнам,0.0,0.113607
свежесть,итальянец,0.0,0.104571
свежесть,руб,0.0,0.079288
свежесть,пианист,0.0,0.108529
хрен,редька,1.0,0.587953
хрен,член,1.0,0.253337
хрен,васаби,1.0,0.454176
хрен,хер,1.0,0.506377
хрен,горчица,1.0,0.536058
хрен,хрень,1.0,0.491625
хрен,умение,0.0,0.131767
хрен,кривой,0.0,0.168941
хрен,джим,0.0,0.175206
хрен,пленка,0.0,0.175930
хрен,мышь,0.0,0.235613
хрен,тяжесть,0.0,0.100573
дискотека,клуб,1.0,0.465794
дискотека,вечеринка,1.0,0.557552
дискотека,тусовка,1.0,0.520549
дискотека,диско,1.0,0.575627
дискотека,диджей,1.0,0.515675
дискотека,стробоскоп,1.0,0.228039
дискотека,авария,1.0,0.362333
дискотека,восьмидесятые,1.0,0.196647
дискотека,танцы,1.0,0.465343
дискотека,владение,0.0,0.082508
дискотека,лист,0.0,0.081828
дискотека,иванович,0.0,0.116052
дискотека,формирование,0.0,0.104486
дискотека,штаб,0.0,0.140608
дискотека,историк,0.0,0.077776
дискотека,редактор,0.0,0.123222
дискотека,доллар,0.0,0.130194
дискотека,свобода,0.0,0.131623
хозяйка,зайка,1.0,0.324951
хозяйка,лион,0.0,0.181718
девиация,отклонение,1.0,0.571629
девиация,постройка,0.0,0.113025
круговерть,круговорот,1.0,0.518496
круговерть,старт,0.0,0.152294
выброс,вброс,1.0,0.390980
выброс,коммуна,0.0,0.083718
диагональ,экран,1.0,0.466884
диагональ,гипотенуза,1.0,0.394309
диагональ,параллель,1.0,0.337923
диагональ,дюйм,1.0,0.530211
диагональ,геометрия,1.0,0.341741
диагональ,павел,0.0,0.114356
диагональ,самолет,0.0,0.148503
диагональ,лауреат,0.0,0.068951
диагональ,оружие,0.0,0.099626
диагональ,выполнение,0.0,0.132370
петрушка,салат,1.0,0.568899
петрушка,трава,1.0,0.411908
петрушка,зелень,1.0,0.562066
петрушка,клоун,1.0,0.415016
петрушка,укроп,1.0,0.683913
петрушка,стан,0.0,0.089560
петрушка,фракция,0.0,0.130995
петрушка,тематика,0.0,0.118367
петрушка,поп,0.0,0.197503
петрушка,география,0.0,0.117000
охра,цвет,1.0,0.516706
охра,краска,1.0,0.504002
охра,староста,0.0,0.097722
охра,прибор,0.0,0.134996
неприятность,проблема,1.0,0.405840
неприятность,плод,0.0,0.158502
иллюминатор,круг,1.0,0.231191
иллюминатор,окно,1.0,0.558527
иллюминатор,земля,1.0,0.294085
иллюминатор,самолёт,1.0,0.381342
иллюминатор,ракета,1.0,0.306536
иллюминатор,индия,0.0,0.099477
иллюминатор,исполнитель,0.0,0.059653
иллюминатор,нога,0.0,0.226627
иллюминатор,прием,0.0,0.101888
иллюминатор,продолжение,0.0,0.108081
лосось,рыба,1.0,0.670009
лосось,икра,1.0,0.583522
лосось,оао,0.0,0.122094
лосось,оператор,0.0,0.080125
родство,кровь,1.0,0.309721
родство,луг,0.0,0.098940
невезение,остров,1.0,0.260073
невезение,кинофильм,0.0,0.155683
огранка,алмаз,1.0,0.559930
огранка,англичанин,0.0,0.105438
ожог,волдырь,1.0,0.565931
ожог,крапива,1.0,0.352387
ожог,загар,1.0,0.409760
ожог,кислота,1.0,0.395532
ожог,боль,1.0,0.508318
ожог,кипяток,1.0,0.401557
ожог,огонь,1.0,0.372694
ожог,минский,0.0,0.085795
ожог,яйцо,0.0,0.133960
ожог,плавание,0.0,0.112250
ожог,груз,0.0,0.115207
ожог,взятие,0.0,0.138915
ожог,ведомство,0.0,0.092175
ожог,положение,0.0,0.184890
матфей,евангелие,1.0,0.585384
матфей,график,0.0,0.130281
надпись,граффити,1.0,0.487109
надпись,подпись,1.0,0.477048
надпись,буквы,1.0,0.403042
надпись,вывеска,1.0,0.474333
надпись,забор,1.0,0.355325
надпись,мел,1.0,0.298111
надпись,наказание,0.0,0.093396
надпись,танец,0.0,0.122679
надпись,пулемет,0.0,0.113436
надпись,соотношение,0.0,0.150760
надпись,коллегия,0.0,0.119663
надпись,расследование,0.0,0.088470
гопник,кепка,1.0,0.221087
гопник,быдло,1.0,0.410843
гопник,быдлан,1.0,0.262468
гопник,семки,1.0,0.200858
гопник,семечки,1.0,0.170266
гопник,мобила,1.0,0.253882
гопник,свет,0.0,0.076321
гопник,политика,0.0,0.079576
гопник,осень,0.0,0.062527
гопник,весна,0.0,0.048581
гопник,актер,0.0,0.163584
гопник,текст,0.0,0.101962
кефир,здоровье,1.0,0.175218
кефир,бактерии,1.0,0.207145
кефир,простокваша,1.0,0.606267
кефир,ряженка,1.0,0.554314
кефир,сметана,1.0,0.536908
кефир,диета,1.0,0.425494
кефир,молоко,1.0,0.620902
кефир,эфир,1.0,0.263451
кефир,йогурт,1.0,0.645755
кефир,площадка,0.0,0.078492
кефир,экран,0.0,0.096885
кефир,рубль,0.0,0.183380
кефир,принятие,0.0,0.131283
кефир,лейбл,0.0,0.152582
кефир,обращение,0.0,0.084229
кефир,нарушение,0.0,0.116105
кефир,понятие,0.0,0.126439
кефир,слой,0.0,0.144465
письмо,ручка,1.0,0.248144
письмо,адрес,1.0,0.454393
письмо,почта,1.0,0.508940
письмо,весть,1.0,0.376818
письмо,почерк,1.0,0.510026
письмо,марка,1.0,0.272786
письмо,послание,1.0,0.620216
письмо,записка,1.0,0.594327
письмо,ответ,1.0,0.417244
письмо,буквы,1.0,0.305479
письмо,смс,1.0,0.352655
письмо,почтальон,1.0,0.471697
письмо,голубь,1.0,0.155148
письмо,адресат,1.0,0.524083
письмо,бумага,1.0,0.397190
письмо,конверт,1.0,0.499957
письмо,строка,1.0,0.372532
письмо,перо,1.0,0.370380
письмо,возведение,0.0,0.143354
письмо,комбинат,0.0,0.096478
письмо,настоятель,0.0,0.207519
письмо,пруссия,0.0,0.157585
письмо,оон,0.0,0.231125
письмо,сессия,0.0,0.167905
письмо,коммунист,0.0,0.141020
письмо,яков,0.0,0.197430
письмо,сон,0.0,0.203574
письмо,вал,0.0,0.089492
письмо,чемпионка,0.0,0.096274
письмо,усср,0.0,0.153372
письмо,диалект,0.0,0.204085
письмо,артур,0.0,0.173904
письмо,павлович,0.0,0.211084
письмо,луна,0.0,0.093541
письмо,переправа,0.0,0.111039
письмо,кость,0.0,0.091963
возвышенность,холм,1.0,0.622258
возвышенность,гора,1.0,0.582091
возвышенность,указ,0.0,0.082657
возвышенность,факультет,0.0,0.097973
текст,страница,1.0,0.469870
текст,книга,1.0,0.497622
текст,абзац,1.0,0.513161
текст,буквы,1.0,0.366844
текст,слово,1.0,0.389724
текст,слова,1.0,0.391038
текст,шрифт,1.0,0.537497
текст,величество,0.0,0.127924
текст,геннадий,0.0,0.112893
текст,европеец,0.0,0.098231
текст,сочи,0.0,0.097769
текст,товарищество,0.0,0.125031
текст,автономия,0.0,0.175283
текст,препятствие,0.0,0.106958
сосредоточение,концентрация,1.0,0.506101
сосредоточение,убитый,0.0,0.092419
прошлое,время,1.0,0.357178
прошлое,настоящее,1.0,0.480015
прошлое,былое,1.0,0.477851
прошлое,опыт,1.0,0.359928
прошлое,история,1.0,0.428170
прошлое,воспоминания,1.0,0.400127
прошлое,ностальгия,1.0,0.438360
прошлое,будущее,1.0,0.560033
прошлое,воспоминание,1.0,0.457271
прошлое,полотно,0.0,0.132254
прошлое,пекин,0.0,0.128836
